Urban area,Size,Latitude,Longitude,Motor vehicle,Walk,Tech workers,Insured,Broadband,Median rent,Gini index,Population,College,High school,No high school,Has rapid transit
"Gainesville, FL",88.522,29.656816,-82.371039,0.7938245720214422,0.04952014525332872,2601,0.9187268582980084,0.8748498224868047,962,0.5424,196320,0.44464034462992236,0.4906199517101218,0.06473970365995588,No
"Gainesville, GA",129.304,34.2625,-83.855501,0.9174116467541148,0.008466315760158187,766,0.7918819038884318,0.8629041095890411,900,0.4771,149048,0.23978466523807035,0.5106465269429781,0.24956880781895155,No
"Gastonia, NC--SC",139.44,35.256189,-81.152167,0.944234404536862,0.013870510396975426,2135,0.9014166829023909,0.7831977547618708,790,0.4543,181203,0.21644218856160824,0.6349386515327126,0.14861915990567923,No
"Gilroy--Morgan Hill, CA",45.440999999999995,37.080866,-121.60994199999999,0.8910823932600315,0.022347565329144652,1806,0.9559040156196885,0.8948655256723717,1709,0.4505,115160,0.3156869286715153,0.5383999466204044,0.14591312470808035,No
"Grand Forks, ND--MN",24.512000000000004,47.906425,-97.05726899999999,0.867684256432621,0.05614188108736735,723,0.9273512180080172,0.7466978536048432,729,0.5051,65605,0.33979120402276847,0.598003930877811,0.06220486509942058,No
"Grand Junction, CO",79.653,39.089093,-108.567342,0.8941996220812525,0.039411526521797816,321,0.9205465895249696,0.8457440864220526,923,0.4633,132325,0.24173030890231392,0.6690413769520118,0.08922831414567423,No
"Grand Rapids, MI",286.315,42.942857000000004,-85.6686,0.9043125439901144,0.020494217987139757,10440,0.9447662469314126,0.8595612353195522,885,0.435,615004,0.3689336072980982,0.5378460109350309,0.0932203817668708,No
"Great Falls, MT",31.791,47.501365,-111.28428500000001,0.8952281809328722,0.04076698344470936,575,0.908029197080292,0.7951271026627442,691,0.4983,62398,0.2660050548380365,0.6444918496533494,0.0895030955086141,No
"Greeley, CO",41.400000000000006,40.404427,-104.73156800000001,0.8978162829337764,0.0214959648706385,1868,0.9147176684881603,0.7914646178390746,973,0.4146,139271,0.24180809361514033,0.5819539601484256,0.17623794623643407,No
"Green Bay, WI",107.696,44.507214000000005,-88.039503,0.9114641936771805,0.022748720554607818,3152,0.9473387455144041,0.8566282839315386,752,0.439,212334,0.33173127743990527,0.5731953967907203,0.09507332576937443,No
"Greensboro, NC",189.43800000000002,36.097302,-79.843953,0.8982946335143754,0.016038417459763817,3725,0.906328230492634,0.6977176746809776,833,0.4814,332357,0.38858962800538216,0.5176755206610821,0.0937348513335357,No
"Greenville, NC",65.682,35.582955,-77.370517,0.9190327511627151,0.016993527823852734,1220,0.9274538247317917,0.858653598142894,811,0.5076,130109,0.414275082876666,0.5172857046207969,0.06843921250253704,No
"Greenville, SC",322.91499999999996,34.844227000000004,-82.442095,0.9083780277654074,0.018258562936859835,4424,0.8793283060304172,0.8178846768749778,802,0.4863,429516,0.30948857324925044,0.548208944309607,0.14230248244114257,Yes
"Gulfport, MS",176.739,30.401276,-89.02378900000001,0.9277572471893679,0.04257144807277904,1866,0.8570566975276691,0.8183721008743796,868,0.4401,230146,0.2462576359839441,0.65891629205077,0.09482607196528596,No
"Hagerstown, MD--WV--PA",133.526,39.421761,-77.943382,0.9314347212257273,0.021825167218274818,3335,0.949904659149784,0.7900035958288385,939,0.4356,195743,0.22715378956230234,0.6482643023458653,0.12458190809183232,No
"Hammond, LA",76.925,30.49271,-90.481625,0.9274550773088174,0.015183173143891907,268,0.901736769976808,0.8002163331530557,818,0.4534,76390,0.20757504257370893,0.6353228420771867,0.15710211534910443,No
"Hanford, CA",27.743000000000002,36.346251,-119.639307,0.9018340311956708,0.01949117265359093,94,0.9355079600428576,0.8570767501817942,863,0.3828,93381,0.1679560810810811,0.6401858108108108,0.1918581081081081,No
"Hanover, PA",36.361,39.812439000000005,-77.033723,0.8950723529036783,0.04510103907694269,765,0.9454050813851617,0.7945467043458336,926,0.4062,66426,0.23605674117102327,0.6497032453592625,0.11424001346971419,No
"Harlingen, TX",83.689,26.166611,-97.705324,0.8921803742726844,0.03129422865230382,579,0.7702406841962671,0.6206591197376924,665,0.5017,137274,0.16350531563457266,0.5243798426331912,0.3121148417322362,No
"Harrisburg, PA",268.144,40.246345,-76.867071,0.8931452815239523,0.03207558421864218,7447,0.9551363911422744,0.8320069294976115,941,0.4277,474705,0.34703795382037755,0.5781117921341336,0.07485025404548884,Yes
"Harrisonburg, VA",32.659,38.423834,-78.885813,0.830504220137429,0.08609707884911047,639,0.8785380243182963,0.823945462292288,892,0.4255,70280,0.3892018904702144,0.44191076339750607,0.16888734613227951,No
"Hartford, CT",525.307,41.740122,-72.69883,0.8758230607669198,0.03191880610770908,17431,0.9570949085006227,0.8225371513631655,1049,0.4636,918884,0.37466918474753386,0.5203785366905631,0.10495227856190309,Yes
"Hattiesburg, MS",70.438,31.318541999999997,-89.343147,0.8658412436373641,0.03098087769982116,759,0.8590707659088341,0.7905165345722875,823,0.4647,80534,0.382698722642584,0.49879993491172403,0.11850134244569197,No
"Hemet, CA",49.81,33.753011,-116.97937399999999,0.8947231489700346,0.009733402711885159,561,0.9022196337280787,0.8454100409693771,1124,0.4419,186564,0.12042378474752063,0.6756212338102054,0.2039549814422739,No
"Hickory, NC",265.334,35.757151,-81.41886600000001,0.9172106404542135,0.010461732942471366,1040,0.8640359804976397,0.7941970641661348,666,0.4759,211059,0.2004991793383161,0.6298883628816755,0.1696124577800084,No
"High Point, NC",114.786,35.941475,-80.011204,0.9321262999624107,0.017278536524245082,1673,0.885839913441838,0.8212772963345457,801,0.4381,175329,0.26784029649595686,0.5842654986522912,0.14789420485175203,No
"Hilton Head Island, SC",70.62100000000001,32.155559000000004,-80.748419,0.8409997341132678,0.006174480782297852,692,0.8499896999244662,0.8846180411659069,1229,0.5036,73005,0.4963007433828333,0.4158529479278866,0.0878463086892801,No
"Holland, MI",62.573,42.801449,-86.10391800000001,0.9252975159920541,0.02112226859361047,1140,0.9560565495302358,0.8607313784076787,900,0.4358,101772,0.3162332873769598,0.5723331943954599,0.11143351822758024,No
"Houma, LA",91.91,29.669590000000003,-90.754108,0.9180665877978705,0.017711678215311815,386,0.9406814590918459,0.7657140801755301,765,0.493,148104,0.17598905788829586,0.6221474922613355,0.2018634498503687,No
"Houston, TX",1694.0690000000002,29.784308000000003,-95.39353100000001,0.9020740113107313,0.014212543812956073,78111,0.8112386322838082,0.8646078259343745,1042,0.4909,5665604,0.3328508442315041,0.4944241402707801,0.17272501549771585,Yes
"Huntington, WV--KY--OH",139.67600000000002,38.412839,-82.440797,0.9427190399466637,0.02326518139896661,828,0.9320330840796452,0.7032366540563262,685,0.5175,188203,0.2347480412625286,0.6545688466368266,0.11068311210064483,No
"Huntsville, AL",210.79099999999997,34.741669,-86.63923299999999,0.9286563121821799,0.010377514923723193,9180,0.9140785632908406,0.8744631019014727,805,0.4628,304188,0.4489713710257517,0.4734522610655541,0.0775763679086942,No
"Idaho Falls, ID",44.72599999999999,43.495177000000005,-112.00085,0.913771269369805,0.023807879164651977,765,0.9275710953760551,0.8410901821662866,803,0.433,96587,0.3174249309759402,0.6037418757395435,0.07883319328451632,No
"Indianapolis, IN",718.1329999999999,39.811262,-86.145521,0.9049551930725469,0.01515757941902029,25193,0.9152962142011536,0.843748060407486,905,0.4733,1604134,0.38773767683042715,0.5058525068056253,0.10640981636394754,Yes
"Indio--Cathedral City, CA",145.368,33.748475,-116.346207,0.8830576118023139,0.012194248585584353,1183,0.9263623942763423,0.8324030608964054,1100,0.5327,366222,0.2562404393156489,0.5858716876854861,0.15788787299886506,Yes
"Jackson, MI",59.263000000000005,42.245139,-84.410285,0.9210657646667406,0.03401907508040368,492,0.943855918796117,0.8412619222303742,713,0.5055,85174,0.20063420311366742,0.7031052338623982,0.09626056302393442,No
"Jackson, MS",249.124,32.327709000000006,-90.156689,0.95387027661077,0.011568338779369696,3697,0.9013146502167427,0.8632424069456545,895,0.4579,357274,0.33668744664890454,0.5553859817032688,0.10792657164782672,No
"Jackson, TN",51.215999999999994,35.658449,-88.837398,0.9477421005500831,0.005085070999104516,117,0.8944931671632188,0.7462990168380608,860,0.4985,72806,0.2581461220783152,0.6190836558628294,0.12277022205885532,No
"Jacksonville, FL",607.333,30.240149,-81.64272199999999,0.8891182913275087,0.018507861030080893,20707,0.8888699528286059,0.8393027124439721,1023,0.4717,1152978,0.3075928304233047,0.5990862204282992,0.09332094914839617,Yes
"Janesville, WI",31.3,42.699721999999994,-89.00433000000001,0.9398572884811417,0.012883678785819459,611,0.936184091823847,0.8266696882385315,812,0.4045,72647,0.23351048410474443,0.6940187457725384,0.07247077012271717,No
"Johnson City, TN",110.263,36.337715,-82.350994,0.9176870011196591,0.02654675479466898,1731,0.8991224829873339,0.7806383947123662,680,0.5083,124252,0.31007201901585835,0.5811307813294545,0.10879719965468715,No
"Jonesboro, AR",47.224999999999994,35.831646,-90.686041,0.9440541015281925,0.016950641138239943,348,0.9432148222333501,0.8490807581522706,761,0.4737,70916,0.2875876931542024,0.6018616167637214,0.11055069008207621,No
"Joplin, MO",64.62100000000001,37.101212,-94.499217,0.9417062095004847,0.023445073728251442,1138,0.9040968229954615,0.779782523569987,772,0.4111,83249,0.26074752815906704,0.6383868747962769,0.10086559704465611,No
"Kailua (Honolulu County)--Kaneohe, HI",39.579,21.387634,-157.77217,0.832935733391166,0.05828453697679462,1041,0.9671315042764387,0.8658333585545231,2351,0.4076,108149,0.3936588752603564,0.5727976911662606,0.03354343357338307,No
"Kalamazoo, MI",137.411,42.250182,-85.592401,0.9036927038787959,0.0288724518087576,2510,0.9500829172032351,0.8681193703939587,783,0.4709,217790,0.40418175586056837,0.5321455716010194,0.06367267253841224,No
"Kankakee, IL",38.013,41.150152,-87.862319,0.9173986336616095,0.022565285541064087,338,0.9349319069936516,0.7774234462764994,790,0.4582,78674,0.2177601245484122,0.6468733159018782,0.13536655954970958,No
"Kansas City, MO--KS",684.9,39.039792,-94.594897,0.9172660812622385,0.01239838544053603,34749,0.9005601568236884,0.8534202670856245,938,0.4647,1595437,0.38214477450851086,0.5286013898976989,0.08925383559379023,Yes
"Kennewick--Pasco, WA",109.63600000000001,46.236218,-119.19513300000001,0.9148656817924208,0.006536441606528885,2282,0.9101149129577223,0.8387346913656225,947,0.4144,235083,0.25914100947655266,0.6019508954596603,0.1389080950637871,No
"Kenosha, WI--IL",51.339,42.568961,-87.86631899999999,0.9309913821459115,0.008634300374975331,1041,0.9295396513928685,0.8186339664708656,890,0.4542,123736,0.27177682897817623,0.62604079281806,0.10218237820376376,Yes
"Killeen, TX",85.065,31.094565999999997,-97.751581,0.8954703832752613,0.040919404912227404,1189,0.879165849833366,0.8801863159542821,924,0.4016,225914,0.24339351770970216,0.6772907156041352,0.07931576668616266,No
"Kingsport, TN--VA",114.837,36.520527,-82.54754799999999,0.913037232132168,0.00926613192864839,639,0.9228956846689391,0.7571058324587144,616,0.5204,104517,0.22663195574357306,0.6307061503416856,0.1426618939147413,No
"Kissimmee, FL",161.992,28.294782,-81.380966,0.914070873432283,0.007121012317275049,3816,0.8458735748887162,0.8826332139896326,1253,0.4029,362983,0.2308506999534326,0.6440807882666623,0.12506851177990513,No
"Knoxville, TN",442.35699999999997,35.916779999999996,-84.02444799999999,0.9107505995540159,0.01944167847075158,8168,0.9269807023852331,0.832834630799253,841,0.4835,589676,0.3500608379107811,0.5578485912143046,0.09209057087491425,Yes
"La Crosse, WI--MN",52.352999999999994,43.859127,-91.226388,0.9033025000928712,0.04078903376797058,1346,0.956331279945243,0.8207509274355521,814,0.4459,103692,0.31996471536554577,0.6062113123754772,0.07382397225897705,No
"Lafayette, IN",64.47500000000001,40.427209000000005,-86.885007,0.83093206391006,0.07873547210898134,2767,0.9318833458761188,0.8737948580610605,794,0.4708,162673,0.4261549363384918,0.49754268864150686,0.07630237502000137,No
"Lafayette, LA",179.12099999999998,30.166177,-92.013554,0.9187787367911592,0.014600306525772364,1909,0.904347469261072,0.8128250766340354,785,0.504,271125,0.2985740841746719,0.5728541692175829,0.12857174660774515,No
"Lafayette--Louisville--Erie, CO",40.156,39.99069,-105.103876,0.7644149553253414,0.010603871125312926,4215,0.9760418351393606,0.9286192655430293,1835,0.4128,93053,0.6735582154515778,0.2925255559472176,0.033916228601204614,No
"Lake Charles, LA",130.886,30.244735,-93.25584,0.9442146369684697,0.023474110500433902,778,0.9176056097143834,0.752102327305819,813,0.4648,148180,0.2619619026579775,0.6219687308584454,0.11606936648357717,No
"Lake Jackson--Angleton, TX",42.953,29.045863,-95.408523,0.9639054726368159,0.004079601990049751,446,0.8217473850544216,0.8765096104779725,1052,0.4465,85163,0.2353160544471378,0.6085959351109453,0.15608801044191684,No
"Lakeland, FL",152.91,28.020978999999997,-81.955881,0.9309893663122104,0.014667155571852395,2016,0.8984333448747283,0.6712998045706537,957,0.445,281812,0.21830361797518508,0.6679543321864247,0.11374204983839016,No
"Lancaster, PA",250.488,40.099901,-76.31515,0.8978877392629498,0.037296004302840725,4763,0.9331297434572583,0.7939571890937622,980,0.4124,415362,0.30922525594903894,0.5769164119306563,0.11385833212030472,Yes
"Lancaster--Palmdale, CA",115.67,34.619832,-118.094761,0.9266530839044268,0.00491202074458233,2049,0.9370214037577976,0.8458279884251663,1205,0.4407,353549,0.1518952771978874,0.637288982905706,0.21081573989640665,Yes
"Lansing, MI",161.578,42.721126,-84.535279,0.8547320527732972,0.04920023906072271,5637,0.9557437975438771,0.8232441781456544,850,0.4645,323675,0.3999817812843182,0.5281909321403448,0.07182728657533692,No
"Laredo, TX",65.755,27.535328000000003,-99.47784300000001,0.9309246191010595,0.013371882905674015,1022,0.7082815870318322,0.6298582695003327,805,0.4662,261307,0.17602285509236576,0.5219752541179881,0.3020018907896462,No
"Las Cruces, NM",64.763,32.334988,-106.76324699999999,0.8769579593764761,0.0130751062824752,1752,0.9156809681637121,0.7566452038963183,731,0.4891,133679,0.2830750819631259,0.5759358755407074,0.14098904249616676,No
"Las Vegas--Henderson, NV",416.939,36.134893,-115.16721799999999,0.8814423184737862,0.0161843854618847,17528,0.8806368577508796,0.8273262324020833,1084,0.4666,2124200,0.24373718025018062,0.6161611198613737,0.14010169988844567,Yes
"Lawton, OK",44.074,34.618348,-98.41648199999999,0.8271754636233951,0.04448407037565383,318,0.8529843836800197,0.8585126911088021,773,0.4548,90224,0.21600822818520762,0.7014527889507227,0.08253898286406965,No
"Lebanon, PA",45.287,40.351244,-76.405113,0.9038446377420966,0.052216645205371455,557,0.901996954427841,0.7939078209509904,811,0.4004,82059,0.19690821602987646,0.7027973283539213,0.10029445561620225,No
"Leesburg--Eustis--Tavares, FL",104.42500000000001,28.816725,-81.77583800000001,0.9035835858302472,0.010848015561291289,505,0.8820564516129032,0.8314792052403106,914,0.4271,141571,0.22530536616956592,0.6612189461943909,0.1134756876360431,No
"Lee's Summit, MO",42.949000000000005,38.898133,-94.375685,0.8953297348040367,0.00947280834631222,2296,0.9466385682932422,0.8989724016441574,1112,0.371,92324,0.4569693550795573,0.4989464253123393,0.0440842196081034,No
"Leominster--Fitchburg, MA",67.318,42.569209,-71.850936,0.893313834852401,0.02098353965446878,1577,0.947944352858056,0.8402360325318247,909,0.4554,120695,0.2452783909737552,0.6257542310522443,0.12896737797400049,No
"Lexington-Fayette, KY",88.35,38.023468,-84.495346,0.8799899016643781,0.03716064358417024,3674,0.9394109813960103,0.8850421204027121,853,0.4872,313911,0.43613860170428037,0.48843594214287467,0.07542545615284497,Yes
"Lima, OH",53.983000000000004,40.739655,-84.119864,0.9174260912545179,0.01794816347965772,572,0.9215898434682248,0.800904822291531,643,0.4251,70994,0.1886079442922956,0.6960703139927393,0.11532174171496508,No
"Lincoln, NE",89.609,40.807124,-96.680368,0.9101855014582622,0.031648230379148164,6010,0.9250898871168372,0.8749695937728047,818,0.4432,283143,0.3839214553855039,0.5449610164597171,0.07111752815477909,Yes
"Little Rock, AR",262.044,34.756564000000004,-92.321221,0.9222536867101156,0.014620878838913744,8181,0.9305783837486665,0.8060313726826995,841,0.4803,445645,0.3394930356719265,0.5792937780435734,0.08121318628450007,Yes
"Livermore, CA",24.473,37.68507,-121.755683,0.8898190191310336,0.014138457896662291,2687,0.9826674764925541,0.9147939790177892,1868,0.4195,89119,0.47014842271042456,0.46311703600006365,0.06673454128951178,No
"Lodi, CA",16.085,38.138811,-121.27545900000001,0.9223566792861005,0.01074905354245538,112,0.9167378488510495,0.8701915207071533,1064,0.4818,71916,0.20994993742177723,0.5843688539245485,0.20568120865367423,No
"Logan, UT",43.969,41.725004999999996,-111.836455,0.8447643516974915,0.055641634142036205,1218,0.9168694476631905,0.8598820955390787,796,0.4266,103957,0.4214133265453976,0.5089385365471598,0.06964813690744258,No
"Longmont, CO",26.950999999999997,40.169841999999996,-105.099006,0.8536174355901738,0.005411174355901737,1989,0.939951054749914,0.8812691387252001,1298,0.4386,99332,0.4294310065422244,0.48467979112898385,0.08588920232879178,No
"Longview, TX",83.39399999999999,32.517275,-94.779451,0.9390967687038653,0.021102342104703353,215,0.8058408722790661,0.8308191174397294,839,0.4997,103715,0.20302533260433753,0.6581161533321184,0.13885851406354413,No
"Lorain--Elyria, OH",101.38000000000001,41.405056,-82.155415,0.9533417241949222,0.015624801352708596,1596,0.9411807653857819,0.744627779482186,700,0.4518,184071,0.16998949048304854,0.694904830485384,0.13510567903156748,No
"Los Angeles--Long Beach--Anaheim, CA",1759.6249999999998,33.982668,-118.104332,0.8505849322396809,0.02403673222738587,156696,0.9116217170223524,0.859414390393189,1463,0.4917,12670761,0.33364660602215107,0.4650149407418459,0.20133845323600302,Yes
"Louisville/Jefferson County, KY--IN",488.584,38.231406,-85.674529,0.8932889064058428,0.014749766738521927,14100,0.9495677885103402,0.8328420305182808,826,0.4611,1011167,0.3120280978481118,0.5953720176933667,0.09259988445852148,No
"Lubbock, TX",97.24900000000001,33.559247,-101.893174,0.9371540626877946,0.02058228168390423,2286,0.8697287618223553,0.7968769689587096,898,0.5037,251797,0.31068469254252074,0.5539333758260928,0.13538193163138648,No
"Lynchburg, VA",89.344,37.390809000000004,-79.207053,0.8589642889761622,0.04009498584345602,783,0.9300827657048556,0.8066767830045524,819,0.4201,120625,0.32999888851839504,0.5615899744359231,0.1084111370456819,No
"McAllen, TX",358.96000000000004,26.243955,-98.172127,0.8907410005867796,0.011059519861213868,2275,0.7003938826770075,0.6879194187873214,702,0.49,805161,0.1915887746744296,0.4654874288872562,0.3429237964383142,No
"McKinney, TX",74.796,33.204772999999996,-96.676668,0.8487232925268305,0.0012143490104696577,8180,0.8795706756579809,0.9050344239397797,1413,0.4254,245615,0.4885335102853351,0.4303516921035169,0.08111479761114798,No
"Macon, GA",98.945,32.833366,-83.670808,0.9272419302061479,0.027544126421958307,983,0.8618912979893053,0.7222277692353776,792,0.5451,135838,0.2422595349373954,0.6150366395476314,0.14270382551497318,No
"Madison, WI",157.867,43.123585,-89.360564,0.7824942309621752,0.06331694592154108,20941,0.9551795979608807,0.8776226743322655,1055,0.4439,445076,0.5377500365525069,0.42321536737009935,0.03903459607739384,No
"Manchester, NH",87.764,42.991043,-71.47966600000001,0.8948706235138396,0.02318117393494278,3763,0.9123383078195846,0.8812289772019435,1091,0.4489,158500,0.3254804038649441,0.5753266022509319,0.09919299388412406,No
"Mandeville--Covington, LA",66.357,30.433732,-90.106617,0.9107262848695452,0.006873116132624263,763,0.9305364760321018,0.9102491940848385,1165,0.4551,112190,0.46214291560939674,0.4594008349021855,0.07845624948841778,No
"Mansfield, OH",50.421,40.755177,-82.53038000000001,0.955499820852741,0.0066642780365460405,264,0.9328251921180724,0.7325372324184958,584,0.4438,70442,0.1863606347427611,0.6556140315770516,0.1580253336801873,No
"Manteca, CA",22.181,37.786464,-121.204757,0.9390972366507376,0.015426968626636194,825,0.9360699279385192,0.8564894806382762,1314,0.4101,92287,0.17515284991124844,0.6923772270067714,0.13246992308198013,No
"Marysville, WA",85.08,48.052864,-122.14558899999999,0.9136371765066551,0.0018394093452213677,2863,0.9440453570334049,0.8863582403418919,1330,0.3781,164190,0.2195019458096578,0.6924159099629108,0.08808214422743135,No
"Mauldin--Simpsonville, SC",84.08999999999999,34.766635,-82.25576099999999,0.9331816768869924,0.007149518184644078,2162,0.9464707351000463,0.9228195142952192,996,0.4083,141798,0.41543879449077264,0.5280163855623132,0.05654481994691412,No
"Medford, OR",64.97,42.336442,-122.84423799999999,0.8723025336357185,0.029079070026296384,843,0.9159310378462739,0.8407528954687937,961,0.4722,165505,0.28990819190282685,0.6155657662921746,0.09452604180499855,No
"Memphis, TN--MS--AR",501.08500000000004,35.095071000000004,-89.917857,0.9360671872721675,0.009001911767088443,10527,0.899617437150389,0.7770651299040449,903,0.4996,1071755,0.2980747668623942,0.5901920091183978,0.11173322401920806,Yes
"Merced, CA",47.541,37.330954999999996,-120.52571200000001,0.9000752803201395,0.0156900035659099,355,0.9295331786015941,0.8694724770642202,984,0.4865,142656,0.15970671475143597,0.5338722967244242,0.3064209885241399,No
"Miami, FL",1312.732,26.175616,-80.23142800000001,0.8735725833332466,0.013767505938934332,58772,0.8449546633978874,0.8102469777495622,1320,0.5075,6085386,0.32153675674360593,0.5388582175296344,0.13960502572675973,Yes
"Middletown, OH",56.992,39.520327,-84.36341800000001,0.9667885576745047,0.003726161821884836,1076,0.9158425893963084,0.8386122531851176,738,0.4171,99203,0.16797867531293353,0.7431840501317205,0.08883727455534599,No
"Midland, TX",52.934,31.997137,-102.106821,0.9352421065671503,0.007401786958608836,234,0.7993330000820693,0.8436304453509754,1075,0.4629,135376,0.27371708006834383,0.5628940081305603,0.16338891180109585,No
"Milwaukee, WI",564.682,43.056098,-88.101915,0.8786776062060019,0.026927681957114574,23503,0.9416179070795431,0.8068791143298327,870,0.4777,1387245,0.3590094778357416,0.550929798460304,0.09006072370395439,No
"Minneapolis--St. Paul, MN--WI",1111.4279999999999,44.9783,-93.28050999999999,0.8428591323498453,0.021938367366767606,78224,0.955329525982732,0.8842624990631741,1082,0.4532,2854190,0.44590571280825,0.4853712672546466,0.06872301993710349,Yes
"Mission Viejo--Lake Forest--San Clemente, CA",151.45000000000002,33.558042,-117.65723899999999,0.8599283933001264,0.015155878752969976,13402,0.9568635242305337,0.9340095067705044,2076,0.4544,608431,0.5118725709466891,0.4211520129060644,0.06697541614724646,Yes
"Missoula, MT",45.443000000000005,46.873955,-114.034222,0.8019454930103289,0.06854855436180363,476,0.9480777832709466,0.8601213755900202,778,0.476,85503,0.47424884991374355,0.4825510350776308,0.043200115008625646,No
"Mobile, AL",226.606,30.667393,-88.163449,0.9314397363739757,0.007895657752763116,2210,0.8893825904021944,0.77348628670679,809,0.5054,325732,0.2582367430062793,0.629024342138457,0.11273891485526358,No
"Modesto, CA",92.23199999999999,37.674451,-120.965861,0.9280849710119523,0.0050704737419576835,1419,0.9444021469146202,0.8530912464382745,1135,0.4279,372919,0.16748291310211222,0.6207731586440707,0.21174392825381716,Yes
"Monroe, LA",83.876,32.521063,-92.11711600000001,0.9414905774065532,0.01639344262295082,952,0.9308035916533022,0.672563752276867,720,0.5174,115205,0.23496639901668692,0.6394474208072252,0.12558618017608786,No
"Montgomery, AL",154.938,32.400042,-86.29746800000001,0.9359872099462317,0.016353762883835585,3080,0.9028572346853506,0.7751049175719363,851,0.4959,258734,0.2952090444435337,0.5588433322989912,0.14594762325747507,No
"Morgantown, WV",38.769,39.641369,-79.926351,0.7876068146396518,0.09697963132154566,1289,0.9487007499027407,0.8549989578267213,809,0.5224,75625,0.4737969864824819,0.4535776972349495,0.07262531628256856,No
"Mount Vernon, WA",35.811,48.446473,-122.30592299999999,0.9015787811809283,0.02696558257025576,211,0.9238163153125046,0.860113496567324,1095,0.4263,68382,0.22059255576397208,0.6392686840380574,0.14013876019797059,No
"Muncie, IN",46.940000000000005,40.197161,-85.403847,0.8465494440907088,0.05639907919870696,895,0.9307583500638803,0.7695840918638847,700,0.5283,89122,0.2540233391808405,0.6171153992830448,0.1288612615361147,No
"Murfreesboro, TN",77.502,35.848304999999996,-86.406053,0.9203957382039574,0.011075986418452172,2577,0.9305981451118315,0.8328823560218565,977,0.4314,161820,0.40358831796313205,0.5116481848117107,0.0847634972251572,No
"Murrieta--Temecula--Menifee, CA",162.57299999999998,33.63797,-117.230253,0.9029234292361098,0.00561149379327893,3036,0.9392264668917046,0.9144083623318867,1668,0.4084,531528,0.2650545468866921,0.6219041877346001,0.11304126537870778,Yes
"Muskegon, MI",117.69699999999999,43.165628999999996,-86.212944,0.9410370493575616,0.010728096802361845,1139,0.9619885257916951,0.7978239739127708,712,0.4729,163781,0.262373841492928,0.6539268235842461,0.08369933492282595,No
"Myrtle Beach--Socastee, SC--NC",193.985,33.763581,-78.850433,0.8918439239519187,0.019200258154731493,1117,0.8585154022590231,0.8277058451464077,947,0.4641,266453,0.26109036446322387,0.6607352744260783,0.07817436111069784,No
"Nampa, ID",69.594,43.615843,-116.610339,0.8963258763869506,0.021417418579265175,1594,0.8624641324195499,0.8021895516133538,891,0.3993,170021,0.18569264665381438,0.6764075225242948,0.13789983082189086,No
"Napa, CA",26.082,38.295818,-122.29078200000001,0.9067765817322978,0.025230503701685062,403,0.910674209837292,0.8898404048267808,1764,0.4293,86601,0.3550425758382118,0.49837014369345395,0.14658728046833422,No
"Nashua, NH--MA",185.851,42.820934,-71.44078499999999,0.9125773677449492,0.012487835260228113,7581,0.9571355533882977,0.9252780111968396,1213,0.418,234253,0.3765892683162984,0.5610321393775454,0.062378592306156166,Yes
"Nashville-Davidson, TN",579.4730000000001,36.128138,-86.68100600000001,0.8916181690605911,0.016317208739199823,19048,0.8924726481502326,0.8670894750024811,1091,0.4702,1083829,0.41725673723138756,0.4939571086745451,0.08878615409406734,No
"Newark, OH",42.507999999999996,40.031665000000004,-82.45763000000001,0.9238269176735038,0.02438887327901096,688,0.9394148065379518,0.8379999314575551,771,0.4385,77977,0.23081480915155106,0.6689156902846003,0.1002695005638487,No
"New Bedford, MA",60.693,41.673929,-70.937061,0.8754605540711574,0.04505695401490648,1579,0.9530815271236818,0.7750489529056453,833,0.4689,150434,0.22118013728751984,0.5737203388210099,0.2050995238914702,Yes
"New Haven, CT",312.22400000000005,41.323002,-72.903346,0.8388132929035692,0.048461762579447724,6611,0.9579128248723034,0.8243698062544849,1140,0.4571,558313,0.36570187057880077,0.5553372089150336,0.07896092050616565,Yes
"New Orleans, LA",268.617,29.954653000000004,-90.143683,0.863614841061448,0.03086563796310351,6569,0.9069484165918628,0.7621387517202299,956,0.5101,969714,0.2853980925196093,0.5717866417152518,0.1428152657651389,Yes
"New York--Newark, NY--NJ--CT",3656.063,40.718357,-73.970221,0.5463970445619166,0.0615657787595161,305950,0.9288121673480878,0.8410145097226851,1382,0.5164,19094455,0.3979022211797854,0.4633207451568974,0.1387770336633172,Yes
"Norman, OK",45.68599999999999,35.213842,-97.445176,0.8882332523429365,0.03538701839639014,2355,0.9131463914533945,0.9108824874256973,876,0.4492,111608,0.43062041865034384,0.5042091740346104,0.06517040731504573,No
"North Port--Port Charlotte, FL",129.342,27.006513,-82.12384300000001,0.9034691182446161,0.0026158065826899636,712,0.859705078075085,0.7951966423130732,1074,0.4116,196726,0.21237839629323957,0.6807468108473431,0.10687479285941734,No
"Norwich--New London, CT--RI",166.413,41.396715,-72.073311,0.8849773097852779,0.04214879280199595,2352,0.956795763679784,0.8603400478303806,1020,0.4543,205023,0.33502065757039196,0.575238690414193,0.08974065201541506,No
"Ocala, FL",112.286,29.154938,-82.13258,0.9031564180500351,0.006936326085262255,476,0.892818101072673,0.8143673047670982,867,0.4629,178261,0.2377934882841132,0.6247921247803024,0.1374143869355843,No
