Urban area,Size,Latitude,Longitude,Motor vehicle,Walk,Tech workers,Insured,Broadband,Median rent,Gini index,Population,College,High school,No high school,Has rapid transit
"Odessa, TX",59.051,31.865173,-102.400678,0.917373200977582,0.03159038107594364,798,0.791076238435414,0.8454317069945789,946,0.411,137353,0.1463559971300361,0.6224416582554024,0.2312023446145614,No
"Ogden--Layton, UT",218.027,41.123076,-111.974899,0.8998367335643969,0.012303786259330747,9649,0.93051860208559,0.8970528295971155,936,0.39,607251,0.32405452049205186,0.606716915798702,0.0692285637092461,Yes
"Oklahoma City, OK",418.48600000000005,35.504826,-97.524305,0.927661612343221,0.018976438531105262,11946,0.865971485039139,0.8414037940071287,859,0.4722,938655,0.3128081952607687,0.5735948254199288,0.11359697931930253,Yes
"Olympia--Lacey, WA",119.003,47.03549,-122.85641100000001,0.8882536106358332,0.020521376877052404,4043,0.9552323257491993,0.8941519085014499,1201,0.4122,197523,0.3899980504429827,0.5602954661968474,0.04970648336016983,No
"Omaha, NE--IA",276.087,41.234859,-96.03464100000001,0.918198835123055,0.019587801567898147,19850,0.9147372403891506,0.8597875235816883,906,0.4409,782620,0.3739531771258746,0.5326470964503971,0.09339972642372832,No
"Orlando, FL",652.642,28.584406,-81.41117,0.8812099219450132,0.015050310873370758,29365,0.8766137381918803,0.8678789564047763,1153,0.4909,1761605,0.35628724897657255,0.5533266645931928,0.09038608643023462,Yes
"Oshkosh, WI",31.854999999999997,44.026834,-88.563524,0.9061617882664089,0.05162373165831702,1197,0.9450465165826291,0.8731720112794281,732,0.4228,74978,0.3099979720137903,0.6094098560129791,0.08059217197323058,No
"Owensboro, KY",34.049,37.761226,-87.100522,0.9489719392537966,0.015467783263546028,329,0.9571599633725435,0.7726577564997673,791,0.51,73170,0.20337961423345527,0.7049592617226471,0.09166112404389758,No
"Oxnard, CA",86.06,34.251073,-119.204029,0.9155231117043009,0.01348841009996459,2682,0.8736431173375462,0.872037873065505,1589,0.417,387261,0.2429167616338015,0.5423736806117717,0.21470955775442677,No
"Palm Bay--Melbourne, FL",282.322,28.188173,-80.67466,0.8804887450250085,0.008642669056829845,6468,0.9049151484773781,0.8690792974986695,1042,0.4634,492989,0.30848483683217376,0.6106192988768736,0.08089586429095263,Yes
"Palm Coast--Daytona Beach--Port Orange, FL",190.64999999999998,29.259897,-81.073077,0.8863311931479928,0.010408598295960107,2477,0.8846924778359484,0.7607931634049795,1041,0.4608,387640,0.2379301445869865,0.6684007144457952,0.09366914096721835,No
"Panama City, FL",99.449,30.194089,-85.67727099999999,0.9328452267995978,0.001571948508065087,1941,0.8611561492697358,0.87400679199909,958,0.4563,158655,0.24375635060698433,0.6657842665383176,0.09045938285469811,No
"Parkersburg, WV--OH",43.451,39.263146,-81.551728,0.9355690985310178,0.031634198752950295,384,0.9402801021756364,0.8005288612087262,712,0.4603,68552,0.21248458131963682,0.6854791418114169,0.10203627686894627,No
"Pensacola, FL--AL",238.825,30.48527,-87.253422,0.8886956930379003,0.025981578514532765,2759,0.8951438972064999,0.8422928674988507,962,0.4425,366820,0.26935757654893255,0.6369801527714304,0.093662270679637,No
"Peoria, IL",147.794,40.701811,-89.585277,0.9185306354681555,0.029301945165534655,3436,0.9469292062158097,0.7859903289674078,732,0.4806,258943,0.30613509372746933,0.5895649333093006,0.10429997296322999,No
"Petaluma, CA",21.39,38.251579,-122.64558899999999,0.8403266254816808,0.04040002446632822,772,0.970493618422037,0.8871908053635379,1869,0.4315,67224,0.3780798996025936,0.5028864254340096,0.11903367496339678,No
"Philadelphia, PA--NJ--DE--MD",2030.742,39.973331,-75.298163,0.7938948610645438,0.03772884537531341,103380,0.9472755951482904,0.8245338877498227,1079,0.5005,5555361,0.3796592739146436,0.5285978654374704,0.09174286064788592,Yes
"Phoenix--Mesa, AZ",1151.0839999999998,33.494067,-111.970041,0.8721792098193966,0.01630993511857084,58532,0.8956304566771501,0.8685672041579463,1089,0.4639,4063235,0.3219865968360495,0.5555885549302912,0.12242484823365922,Yes
"Pittsburgh, PA",921.437,40.456928000000005,-79.95094399999999,0.8290742018375675,0.035957766124211456,35924,0.9655339670147178,0.8294815599549759,826,0.4769,1738057,0.3903126294143971,0.5546745771899996,0.05501279339560327,Yes
"Pocatello, ID",31.094,42.883282,-112.446821,0.86950947773267,0.03696468361771619,689,0.9228975594590393,0.8385289361862144,690,0.4439,71860,0.31052392832841913,0.6225221138580177,0.06695395781356317,No
"Port Arthur, TX",110.432,29.962028000000004,-93.954763,0.9397507873476654,0.015592907024510475,437,0.7777579714343011,0.741905781986959,792,0.4779,148807,0.13754312993335538,0.7118022403932505,0.15065462967339416,No
"Porterville, CA",20.625999999999998,36.074032,-119.03166200000001,0.941977237223834,0.023283493267871755,112,0.9376693006217631,0.8377124413737456,964,0.4946,72107,0.09861683275413684,0.5622195116337944,0.3391636556120688,No
"Port Huron, MI",61.145,42.958172,-82.48570600000001,0.9380715758312629,0.018554739123539672,272,0.9439189110377567,0.8106306892067621,773,0.4635,86661,0.20354011525188648,0.7148258837904331,0.08163400095768043,No
"Portland, ME",141.30499999999998,43.663754,-70.322222,0.8239688769537974,0.0707584521104455,3306,0.9307185048299836,0.8637934129049628,1070,0.4601,212202,0.4684030907920155,0.4663618802318094,0.06523502897617514,Yes
"Portland, OR--WA",537.9200000000001,45.520404,-122.65108700000002,0.7801645230555574,0.0338656322812664,46456,0.9359286102936387,0.9019515861366262,1254,0.4463,2053772,0.42651996881226717,0.5017011175604262,0.0717789136273066,Yes
"Port St. Lucie, FL",228.59199999999998,27.264481,-80.302952,0.904922664911544,0.01933093517015989,1708,0.8821550186476407,0.8586158254631944,1164,0.4749,423072,0.24551506589514835,0.6309484643817854,0.1235364697230662,No
"Portsmouth, NH--ME",97.61999999999999,43.036364,-70.81534,0.8769307858216596,0.026361081457920307,2059,0.9645112525296857,0.8945069490403706,1252,0.4784,83667,0.534389886975745,0.4207117725814989,0.044898340442756174,No
"Pottstown, PA",79.495,40.269278,-75.647562,0.9059849562222642,0.025307129516988502,1856,0.9683596103861063,0.8439391118145424,954,0.4344,111666,0.3134178259692371,0.604620879050038,0.08196129498072485,No
"Poughkeepsie--Newburgh, NY--NJ",349.414,41.553327,-73.98468100000001,0.8422917279146133,0.0435354557096374,5862,0.9556172278689455,0.8441987537515309,1172,0.4404,432729,0.3375841952484288,0.5706605980328608,0.09175520671871037,Yes
"Prescott Valley--Prescott, AZ",50.983999999999995,34.556292,-112.464724,0.8842552201477345,0.019659163613098354,609,0.9434212199567632,0.8635948792580351,979,0.4236,95039,0.26862385822895585,0.6346879614942843,0.09668818027675984,No
"Providence, RI--MA",577.996,41.776323,-71.397401,0.89142436323929,0.03401305264227126,16903,0.9559858768462343,0.8366920982326346,914,0.4699,1201192,0.32199242770322145,0.5533839747621997,0.1246235975345788,Yes
"Provo--Orem, UT",169.168,40.276462,-111.734601,0.8461065340964739,0.03948899361829657,15361,0.9241258936903342,0.856555037111413,1017,0.4116,557039,0.4234963233555157,0.5198786216130664,0.05662505503141794,Yes
"Pueblo, CO",75.063,38.278428999999996,-104.640778,0.9462298921842168,0.01501842857634942,590,0.9252170267515739,0.7709750164248805,775,0.4588,141769,0.20318700332583897,0.7006019664929495,0.0962110301812116,No
"Racine, WI",49.91,42.735978,-87.837451,0.9188492489713634,0.010955599253102435,1546,0.9459457335711647,0.8568517284068184,794,0.4513,130820,0.2543022132241292,0.6451134219849998,0.10058436479087103,No
"Raleigh, NC",523.081,35.768264,-78.66958100000001,0.8740496339364587,0.0109370970603351,42711,0.9070184059524317,0.9281916869714043,1112,0.4231,1042051,0.5225785665073449,0.40186468250486523,0.07555675098778981,Yes
"Rapid City, SD",42.321,44.0837,-103.244558,0.9114739608773521,0.0226781103900635,577,0.8788753908207834,0.8259840701835391,826,0.449,85891,0.2859961229006193,0.6347635140930847,0.079240363006296,No
"Reading, PA",104.97300000000001,40.364436,-75.95137700000001,0.8774829175274114,0.03253615127919911,2602,0.9466114072613231,0.8366745515474079,863,0.4469,274186,0.2289946071299649,0.6186595490991829,0.15234584377085225,Yes
"Redding, CA",72.45,40.579617,-122.363221,0.8650836069328854,0.021245323356493855,821,0.9371030543540527,0.8386705582504317,991,0.4895,121563,0.22768692440405316,0.678699001287877,0.09361407430806988,No
"Reno, NV--CA",164.98799999999997,39.532575,-119.797255,0.8962952030881763,0.022856932024148284,4009,0.8994443111293047,0.8266955953159365,967,0.4509,427556,0.30657848059815535,0.5841531135731048,0.10926840582873984,No
"Richmond, VA",500.88900000000007,37.477942,-77.487983,0.8904421339264865,0.0194470060674184,23185,0.9090601548778541,0.8512626111095167,1062,0.4583,1017598,0.39395825594586725,0.5064230999255646,0.09961864412856813,Yes
"Riverside--San Bernardino, CA",548.272,33.985003999999996,-117.34195600000001,0.90575542039578,0.01600273028163786,13370,0.9137413414932398,0.8575599922659926,1272,0.4283,2095924,0.19904455628677922,0.5796568360777535,0.22129860763546721,Yes
"Roanoke, VA",124.927,37.290783000000005,-79.976293,0.8788974464499186,0.03800928919983538,2119,0.9187086978112228,0.7962778406100579,818,0.4767,213220,0.2860786981319659,0.6011066924807702,0.11281460938726388,Yes
"Rochester, MN",50.701,44.020373,-92.480168,0.8175957280541808,0.04700117218025528,2576,0.9678968523255207,0.8778918109899508,981,0.4278,116509,0.4712392194774468,0.4813392016689139,0.047421578853639304,No
"Rochester, NY",331.018,43.137628,-77.568221,0.8919475735033652,0.029398512221041444,12896,0.9648953700389046,0.828547907121119,902,0.4722,725131,0.372862975248788,0.5311523188313345,0.09598470591987752,Yes
"Rockford, IL",154.859,42.295097,-89.010805,0.9155702419208149,0.012808464196932032,2966,0.9410687496038147,0.8350417079032942,772,0.4524,287484,0.21819581662601795,0.6571142160307553,0.12468996734322682,No
"Rock Hill, SC",96.17399999999999,34.957902000000004,-81.040421,0.9324656991857322,0.016044345745321834,1489,0.9123097629154157,0.8930278884462152,924,0.4534,116779,0.32390151714000737,0.5815134652737677,0.09458501758622499,No
"Round Lake Beach--McHenry--Grayslake, IL--WI",171.466,42.408244,-88.150626,0.906453446316007,0.006542575178257725,6799,0.9539262889751451,0.9113855041414006,1181,0.4045,290274,0.3169612282656472,0.6095687372864896,0.07347003444786311,Yes
"Sacramento, CA",475.925,38.638578,-121.324669,0.8709598016540718,0.01614117283326694,38256,0.9476877815075657,0.8892958543715921,1246,0.4598,1857532,0.3236609396577151,0.565239962761589,0.1110990975806958,Yes
"Saginaw, MI",72.33000000000001,43.431940000000004,-83.981818,0.9106023439629327,0.02090278214562761,699,0.9404758811249989,0.7533823786322962,750,0.479,117120,0.18864410124833472,0.6835496126708442,0.12780628608082104,No
"St. Augustine, FL",46.635,29.865752,-81.317397,0.8843511656839942,0.028073781576242764,680,0.876931609065013,0.7970886490022898,1088,0.4931,80102,0.3327400003423075,0.5772844746435724,0.08997552501412018,No
"St. Cloud, MN",51.467999999999996,45.573890000000006,-94.194721,0.9033080512483364,0.030546958933983293,1009,0.9642675743831478,0.8658644097681389,775,0.4383,114527,0.3467338137825244,0.5751353072269978,0.07813087899047784,No
"St. George, UT",44.938,37.105622,-113.567422,0.8721199904631858,0.01137915339098771,761,0.8799498568608972,0.8522887549685857,966,0.4969,112992,0.2688826769256317,0.6348288173590545,0.09628850571531372,No
"St. Joseph, MO--KS",41.977000000000004,39.75655,-94.830405,0.9021706153294536,0.03320738064373776,486,0.902580184590281,0.718078218078218,728,0.4556,81688,0.1810502917477077,0.7004908770954895,0.11845883115680282,No
"St. Louis, MO--IL",934.9100000000001,38.630681,-90.341011,0.8910072726999241,0.017216255650068065,41140,0.9327992107264674,0.8498582628845678,884,0.4752,2158723,0.3790870081991982,0.5447940799237159,0.07611891187708589,Yes
"Salem, OR",76.308,44.934146999999996,-123.010274,0.8837962189124755,0.020735279886690536,2973,0.9140565605906821,0.8748949126354775,974,0.4326,256897,0.2624642743728168,0.5934805876057067,0.14405513802147654,No
"Salinas, CA",49.10399999999999,36.705002,-121.66398999999998,0.8113671094392853,0.01314211825555425,774,0.8794967812513148,0.8596696503441955,1366,0.402,191072,0.170468176988724,0.47138156767316725,0.3581502553381088,No
"Salisbury, MD--DE",72.77499999999999,38.384105,-75.54290400000001,0.8965035252523176,0.024399268227507247,1159,0.9128705536004991,0.7997188850876495,912,0.4463,103942,0.286943820577657,0.5600194751142592,0.15303670430808375,No
"Salt Lake City--West Valley City, UT",278.09499999999997,40.638203999999995,-111.926483,0.8634061156574774,0.0209294703382115,26447,0.898661179623939,0.8822094827004788,1069,0.4298,1115742,0.35738227414118023,0.551354642054356,0.09126308380446382,Yes
"San Angelo, TX",47.466,31.440632,-100.46049000000001,0.8966708138487279,0.03968424213822987,860,0.8639377767684796,0.7533767172812726,815,0.4562,92106,0.22942413883775967,0.661287141730213,0.10928871943202735,No
"San Antonio, TX",601.049,29.514965000000004,-98.475662,0.8993365901957654,0.014843405925146456,30478,0.8518877428059458,0.8173936237120198,961,0.4639,2014489,0.2842791090979605,0.5706178287663088,0.14510306213573068,No
"San Diego, CA",760.9480000000001,32.928728,-117.128799,0.8494491115140469,0.02399863898510789,59462,0.9233962763482856,0.9026996672251462,1599,0.4647,3191338,0.3910538492736524,0.4842996460438021,0.12464650468254554,Yes
"San Francisco--Oakland, CA",532.9499999999999,37.690191,-122.128542,0.6282580235538933,0.06022159961927282,134373,0.952783171099817,0.8916555960443735,1833,0.4877,3556206,0.4964031895107762,0.3826695678956233,0.12092724259360049,Yes
"San Jose, CA",286.41700000000003,37.329845,-121.945145,0.8444815370918506,0.022255220704316563,115374,0.9588501430993981,0.9201396051959647,2246,0.4585,1802777,0.5286918748715236,0.35733737871426363,0.1139707464142128,Yes
"San Marcos, TX",26.768,29.867189,-97.921715,0.8556948172082237,0.08281001641608254,628,0.8275434068181498,0.7472046476463332,946,0.412,71605,0.3621158142624238,0.4955316707928265,0.1423525149447497,No
"Santa Barbara, CA",56.193,34.42747,-119.724102,0.7452192693801504,0.08101519266599308,5000,0.9362380342423561,0.8742205262528088,1836,0.4899,206275,0.508577817186476,0.38702340105632443,0.10439878175719958,No
"Santa Clarita, CA",76.802,34.429887,-118.52185800000001,0.8631539197017539,0.01544258844135914,3966,0.9483654678400364,0.9369349285378118,1826,0.4025,260913,0.37282546636682473,0.5457103573634108,0.08146417626976452,Yes
"Santa Cruz, CA",58.516999999999996,37.052331,-121.99896000000001,0.7781001053860188,0.04850023230251453,4037,0.9469969952684112,0.9050694519553159,1798,0.4754,174754,0.4803872460964488,0.45961724471466076,0.05999550918889043,No
"Santa Fe, NM",53.25300000000001,35.643646999999994,-106.00773999999998,0.9136827018655077,0.022168797244504036,821,0.8625758884986141,0.8189441585668,997,0.453,89421,0.39446992013119136,0.49726684685231864,0.10826323301649002,No
"Santa Maria, CA",29.206,34.911814,-120.438878,0.9109827517047734,0.01129562775772162,703,0.8503641532809602,0.8772434154300365,1359,0.3941,140132,0.15043095052590572,0.5122589598753409,0.3373100895987534,No
"Santa Rosa, CA",98.22,38.444378,-122.74063100000001,0.8670237917475486,0.020761783883330845,4134,0.9391281368797081,0.9001322864947515,1597,0.4353,316363,0.3497575861539712,0.5465281100748458,0.103714303771183,No
"Sarasota--Bradenton, FL",367.579,27.303534000000003,-82.475257,0.8879945342357538,0.011646774985588316,3238,0.8888647295896395,0.8422905856189771,1158,0.4848,719625,0.33770010950848556,0.5789142207117874,0.08338566977972696,No
"Saratoga Springs, NY",46.121,43.066978999999996,-73.80846700000001,0.8717188498402556,0.03412140575079872,495,0.977484834344377,0.8904911526376715,1109,0.454,70521,0.49828178694158076,0.44301429471929077,0.05870391833912849,No
"Savannah, GA",171.17400000000004,32.04484,-81.151747,0.8764622540038128,0.02982738541195321,1214,0.8476826003407353,0.8530031007158443,1023,0.475,282819,0.3205567657611481,0.5628523833931317,0.11659085084572014,No
"Scranton, PA",173.90699999999998,41.24208,-75.927302,0.9087293327407641,0.02801014868612769,3864,0.956348442562474,0.7804503810475785,759,0.4674,383190,0.25875109481466085,0.6461818802606772,0.0950670249246619,Yes
"Seaside--Monterey, CA",38.928000000000004,36.615584999999996,-121.84376200000001,0.8148315769056701,0.043576647055020366,1904,0.9286962867422442,0.8935323827828185,1696,0.4288,123164,0.4196973438216516,0.4743729937563935,0.10592966242195492,No
"Seattle, WA",1077.433,47.468576,-122.27488799999999,0.7697982946034528,0.04023544220029243,133462,0.9430616956855331,0.9096057841280771,1451,0.4568,3436084,0.43809015897066556,0.4876894718173262,0.07422036921200824,Yes
"Sebastian--Vero Beach South--Florida Ridge, FL",106.641,27.663455,-80.422527,0.8899641691726918,0.0046868001791541365,865,0.9055412813122409,0.8096207187650748,934,0.5101,167037,0.30089101070904156,0.611191832529963,0.08791715676099542,No
"Sheboygan, WI",33.828,43.750796,-87.75774200000001,0.8911525974025974,0.029734848484848486,727,0.9395203484261433,0.8438199694973554,714,0.4311,71518,0.2490658235125036,0.6768365293803638,0.0740976471071326,No
"Sherman, TX",36.114000000000004,33.683107,-96.582675,0.9308961048523673,0.02566084971651572,347,0.822754639302905,0.7874974546935452,871,0.4741,65738,0.19915952341157087,0.6595353501587832,0.1413051264296459,No
"Shreveport, LA",187.82,32.486367,-93.756212,0.9378827364191604,0.008633000653526218,2159,0.9239666674744761,0.6407294989196419,804,0.5043,298437,0.23300788202390033,0.6385710653445207,0.12842105263157894,No
"Simi Valley, CA",32.165,34.269707000000004,-118.746872,0.9006680872198279,0.011102744444622458,2560,0.9614743629680393,0.9136984001343216,1935,0.3977,128671,0.33199869535388526,0.5721772969082136,0.09582400773790109,Yes
"Sioux City, IA--NE--SD",55.154999999999994,42.482112,-96.402243,0.9320843543190106,0.01925562908796234,730,0.9126009060571599,0.756489340702724,746,0.4414,108380,0.21479344802719688,0.5933273484525159,0.19187920352028728,No
"Sioux Falls, SD",64.643,43.533494,-96.735632,0.9216211149070911,0.01736313640529956,3613,0.9461706757904782,0.8643811097342696,779,0.4377,174399,0.33522897080547515,0.6075091152837906,0.05726191391073426,No
"Slidell, LA",60.699999999999996,30.294417,-89.791275,0.9133516844900246,0.006016905800102312,528,0.915770466856695,0.8550492688131551,1034,0.4564,88551,0.2575802274887731,0.6316583079293276,0.11076146458189924,No
"South Bend, IN--MI",164.327,41.714357,-86.20174300000001,0.8978610743398593,0.03324121167080827,1880,0.9166688297000553,0.8030716924770065,774,0.4703,272067,0.28465702228205,0.5956628668472859,0.11968011087066414,No
"South Lyon--Howell, MI",112.12100000000001,42.507278,-83.806042,0.9122716948256013,0.019057842496655153,2656,0.9722703364108758,0.9097480789035887,1052,0.4151,126814,0.43896302535910625,0.5247384287994326,0.03629854584146125,No
"Spartanburg, SC",193.05800000000002,34.974865,-81.989514,0.943095359898991,0.014737735787445713,1430,0.8955151764373281,0.793452661328309,801,0.4712,197327,0.2718918589411442,0.6066780456582035,0.12143009540065226,No
"Spokane, WA",166.192,47.680069,-117.352333,0.8839933273450532,0.023713589118439626,3376,0.9436410537012428,0.8734812482615361,866,0.4589,417048,0.3061037124954183,0.6287923481053532,0.06510393939922852,No
"Springfield, IL",94.776,39.786626,-89.642412,0.9095335759179622,0.01525636784651009,2885,0.9603249099687728,0.7968068448719383,795,0.4732,164836,0.34807675457811266,0.5760536230614212,0.07586962236046614,Yes
"Springfield, MA--CT",358.938,42.125901,-72.57395799999999,0.8725791917931656,0.04739377555971443,5731,0.9680964409469218,0.8118671954100574,925,0.4743,631410,0.3095928110753473,0.5612410706807223,0.12916611824393046,No
"Springfield, MO",142.931,37.148872999999995,-93.287053,0.9095148788088395,0.033116313563854444,4170,0.9040966584859355,0.780598792558216,748,0.4622,289830,0.32648869538241004,0.5903379885429426,0.08317331607464738,No
"Springfield, OH",49.094,39.93772,-83.81300999999999,0.9037355135298814,0.048889255925344786,571,0.9401152808437576,0.8315570110151831,680,0.4549,82951,0.18420150479042996,0.6761452826443896,0.1396532125651805,No
"Spring Hill, FL",119.03699999999999,28.488678000000004,-82.523756,0.8956340956340957,0.003135828135828136,946,0.8693754702784048,0.833092001806094,963,0.4221,161402,0.1838774993672488,0.7042520880789673,0.11187041255378385,No
"State College, PA",28.825,40.799259,-77.858037,0.6236660845944897,0.1331732634846721,2583,0.9711846437140784,0.8518200876691443,985,0.5174,94306,0.6565038912169674,0.299131959291884,0.04436414949114855,No
"Stockton, CA",94.189,37.961908,-121.287516,0.9339996398343238,0.008598955519538988,1896,0.9261487922605505,0.7977717904512731,1052,0.4833,391218,0.1764817214919048,0.6037770783188299,0.21974120018926535,Yes
"Syracuse, NY",201.62100000000004,43.090439,-76.164001,0.8630315624304238,0.04315581895866244,5261,0.9619535801053357,0.7757939170641843,835,0.4553,409915,0.34338078601353994,0.561763384120265,0.09485582986619503,No
"Tallahassee, FL",130.681,30.473181,-84.26885300000001,0.893097519794614,0.029736251705767616,5885,0.9249436403760742,0.8970187837266678,1028,0.4914,255510,0.48573615409921916,0.46674231081688966,0.047521535083891155,No
"Tampa--St. Petersburg, FL",1038.6080000000002,28.006248,-82.5141,0.8789648554388427,0.012840885098763218,41295,0.8791294027842188,0.8512519299504705,1087,0.4815,2704961,0.3154970586946943,0.5878498195020265,0.0966531218032791,Yes
"Temple, TX",54.299,31.094257,-97.419595,0.9316605198454514,0.013479100807867931,647,0.8990149479920093,0.8412207582683517,865,0.4219,103716,0.30347922976726666,0.6070683134288539,0.08945245680387941,No
"Terre Haute, IN",53.800000000000004,39.514587,-87.374197,0.912245826647187,0.0467511316552104,820,0.9432370295706536,0.8287259940492291,726,0.4714,92669,0.21285175017158545,0.6380404941660948,0.14910775566231985,No
"Texarkana--Texarkana, TX--AR",64.697,33.438858,-94.071042,0.9515840643683299,0.006285969715594792,543,0.8852943610845069,0.721696270249151,677,0.5135,88315,0.248605741266637,0.6394600882745407,0.11193417045882233,No
"Texas City, TX",77.31700000000001,29.388296999999998,-95.028467,0.934416353742043,0.02761099620474307,1351,0.8393441437532766,0.7962320516526935,945,0.4361,111554,0.14636578193429506,0.6984968384385294,0.15513737962717555,No
"Thousand Oaks, CA",85.985,34.195619,-118.86055800000001,0.862366115337069,0.010828077204190465,3857,0.9640571147218119,0.935278276481149,2091,0.4676,223914,0.5111229709852518,0.4352277312783932,0.053649297736354996,No
"Toledo, OH--MI",246.807,41.63967,-83.613945,0.9129426129426129,0.022614686900401186,4176,0.9404413504652767,0.8267840256055867,705,0.4779,500434,0.27473486769927685,0.6176432422229825,0.10762189007774069,No
"Topeka, KS",80.892,39.04168,-95.692459,0.9311355416088865,0.024718008835008364,3711,0.9222647315107286,0.7163095786414243,784,0.4048,150183,0.3402972725392276,0.5971651743939796,0.06253755306679275,No
"Tracy, CA",22.307,37.729504,-121.434051,0.9316945979675522,0.009337671599215546,875,0.94887029460743,0.955161854768154,1695,0.4037,97483,0.21921575731624973,0.6423807249551227,0.13840351772862766,No
"Trenton, NJ",106.908,40.228452000000004,-74.718158,0.8656188879575301,0.030839620005588153,6700,0.9079488661476218,0.7818293838862559,1212,0.4716,300071,0.35057902849689737,0.5203450456503695,0.1290759258527331,Yes
"Tucson, AZ",354.29900000000004,32.254891,-110.946141,0.8616147244985283,0.026216156782950358,9720,0.9128517310918035,0.8649469243292166,879,0.4787,870317,0.33193608905441985,0.5551328824307205,0.11293102851485971,Yes
"Tulsa, OK",339.473,36.105449,-95.90133399999999,0.9256744406255525,0.01245351656024044,8736,0.870547543842097,0.8461080288106242,840,0.4694,705153,0.3065476640153682,0.5917547135194638,0.10169762246516797,No
"Turlock, CA",25.79,37.496481,-120.85971799999999,0.8987848282543226,0.02316618579281006,514,0.9283844806930237,0.8706240928882438,1112,0.458,108992,0.19529816008575498,0.5777007679769753,0.22700107193726965,No
"Tuscaloosa, AL",91.165,33.206409,-87.53893199999999,0.945278226737474,0.021765566074039868,1221,0.9362561078348779,0.7948037979378384,828,0.4547,149839,0.37145975564935574,0.49733263540077294,0.13120760894987135,No
"Tyler, TX",91.148,32.310122,-95.30188199999999,0.9238371914291863,0.008869009191798088,911,0.8173640660300212,0.8829955116512614,893,0.4622,146410,0.2778955311664244,0.5771753243150267,0.14492914451854894,No
"Urban Honolulu, HI",175.036,21.364556,-157.93975600000002,0.7718377189670794,0.0658128209000302,8794,0.9678526611518652,0.8577198026558672,1676,0.4432,840850,0.34246329713566526,0.5745387913883818,0.08299791147595294,No
"Utica, NY",62.999,43.094718,-75.276013,0.8742773422032153,0.03682584937039677,2023,0.9495241495206667,0.797035322883465,727,0.473,119462,0.2512779532453036,0.6058703400687494,0.14285170668594696,No
"Vacaville, CA",27.456000000000003,38.364178,-121.967724,0.9339801638637344,0.009788702026735662,845,0.9536257852579486,0.921282463801425,1587,0.4002,101896,0.21887627477390803,0.6447126089227302,0.13641111630336183,No
"Valdosta, GA",56.485,30.875651,-83.295826,0.9590181110612184,0.004220925011225864,1180,0.8228289932956626,0.4971965871495734,770,0.5583,80123,0.30645015379048307,0.5410032567396418,0.15254658946987515,No
"Vallejo, CA",43.080000000000005,38.10948,-122.212096,0.8798621309028242,0.014357318834423583,2065,0.9492332576265646,0.906119563753871,1512,0.4503,178075,0.30443003115572104,0.5799485396269534,0.11562142921732554,Yes
"Victoria, TX",29.072000000000003,28.826115,-96.985119,0.9182702838011202,0.010482180293501049,432,0.8209357417826473,0.7214909582974536,903,0.4508,68528,0.2007884844595214,0.6158659576418813,0.18334555789859724,No
"Victorville--Hesperia, CA",167.903,34.476883,-117.310824,0.9201720278072346,0.005815617162382804,1834,0.9394894532880925,0.8880250898986597,1141,0.4422,347197,0.11915085039385151,0.6778409471578565,0.20300820244829204,No
"Vineland, NJ",62.256,39.480685,-75.027891,0.944435548438751,0.014914788974036372,538,0.9169168634406419,0.8158205091327485,943,0.435,94895,0.20454510295323403,0.6206587150570072,0.17479618198975883,No
"Virginia Beach, VA",588.797,36.908627,-76.309596,0.8888353721855655,0.03863533300954983,26859,0.9093539520236663,0.8475801732263081,1129,0.4442,1474725,0.317123575386106,0.5993992373441752,0.08347718726971871,Yes
"Visalia, CA",63.448,36.292581,-119.30027700000001,0.9201760486625077,0.011490912110611706,1099,0.9268735951025874,0.8140410911649856,947,0.445,231218,0.18294659709115133,0.6097775804004293,0.2072758225084194,No
"Waco, TX",90.86800000000001,31.542223,-97.166048,0.9200048030739674,0.025,699,0.8464650007947514,0.7757502751256655,831,0.4951,186293,0.2591224317843023,0.5578085793913132,0.18306898882438452,Yes
"Waldorf, MD",68.22699999999999,38.609305,-76.987871,0.8908689021778242,0.007025239457857131,5005,0.9668503247464059,0.9102383622438024,1728,0.3662,112828,0.3301523740184097,0.5980810234541578,0.07176660252743253,Yes
"Warner Robins, GA",101.53699999999999,32.580442,-83.668193,0.9448519226002129,0.01831464442467811,2629,0.8632173529597044,0.8588691630613158,893,0.4299,146391,0.2984464517208213,0.6375193409442562,0.06403420733492243,No
"Washington, DC--VA--MD",1348.776,38.897222,-77.189759,0.7287104149759397,0.03672845983272993,224151,0.9200764049058471,0.9053537902718121,1664,0.4482,5042681,0.5346756398748825,0.3709144932320898,0.09440986689302762,Yes
"Waterbury, CT",91.76700000000001,41.549044,-73.039574,0.9053164731419908,0.01583801352949959,1428,0.9372360263296304,0.7804064691570058,959,0.4554,189887,0.23055213106619216,0.6071115659866794,0.16233630294712847,No
"Waterloo, IA",64.16,42.495926000000004,-92.38417700000001,0.9037530474195653,0.03471483020293239,1265,0.9472326706072004,0.7962999977791103,738,0.4603,112665,0.2792172469079249,0.6119588868529546,0.10882386623912048,No
"Watsonville, CA",23.203,36.937939,-121.772779,0.8345018505702163,0.03634941172930521,189,0.935187081098052,0.7883462307179829,1359,0.4402,73450,0.11120877087477449,0.5095526668825462,0.3792385622426794,No
